Scientific_Name,Common_Name,Threatened_Status,Listed_SPRAT_TaxonID,Kingdom,Class,Profile,Family,Genus,Species,Description,Image,Image_Author,Habitat,Australian_Distribution,Longitude,Latitude
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,14030,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14030,Asteraceae,Senecio,behrianus,"Stiff groundsel is an erect, short, woolly perennial forb or small shrub that can grow up to 1 m in height, but more typically growing to between 15-25 cm. Plants form extensive rhizomatous clumps. Leaves are grey-green, alternate, linear and 25 mm long, leaf margins are entirely or irregularly denticulate and slightly rolled under. Flower heads are small and yellow, with 6-8 mm long petals and a yellow centre, and occur in loose clusters at the ends of stems. Seeds are dark brown, flattened, 1-2 mm in length, hairless or downy and crowned with a tuft of numerous feathery bristles. Flowering occurs from January to May (Nevill & Camilleri 2010a; Schoknecht & Foreman 2003; Walsh 1999b).",https://data.rbg.vic.gov.au/cip/preview/image/library/94210?maxsize=1024,Marc Freestone,Little is known of the habitat of historic stiff groundsel sites (Nevill & Camilleri 2010a). The species was once widespread on the floodplains of the Murray-Darling river system. Information with herbarium records indicates plants were growing in 'swampy soil' and 'sandy clay' in seasonally inundated areas on flats or banks close to rivers (Alexander 2000a).,"Current distribution: Stiff groundsel is endemic to Victoria. All wild populations occupy <0.25 ha in extent (Nevill & Camilleri 2010a). At Corup there are at least 18 000 stems, however, because of the species rhizomatous habit, it is not possible to estimate numbers of genetically distinct plants (Nevill & Camilleri 2010a). Extant populations referred to in the national recovery plan (Nevill & Camilleri 2010a).",143.8061,-37.4797
Euphrasia collina subsp. muelleri,"Purple Eyebright, Mueller's Eyebright",Endangered,16151,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16151,Scrophulariaceae,Euphrasia,collina,The Purple Eyebright is a semi-parasitic perennial herb growing up to 41 cm high (Barker 1999).,https://www.environment.nsw.gov.au/threatenedspeciesapp/ImageHandler.ashx?graphicsId=43363&maxWidth=150,Colin Totterhall,The Purple Eyebright grows in heathland and heathy woodland on sand and in open forest (Barker 1999; MEL collection records).,"Historically, the Purple Eyebright was widespread in south-eastern Australia extending from south-central South Australia (SA)ÃÂ through Victoria to northern New South Wales (NSW). No records have been found in NSW since 1907 (NSW NPWS 2000, pers. comm.). It is now known only from Victoria including the Mornington Peninsula, Jamieson, Little River, Benambra, Deep Lead and Maryborough, although three of these populations may have become extinct in recent years (Murphy & Downe 2006).",146.3667,-39.0667
Ballantinia antipoda,Southern Shepherd's Purse,Endangered,16173,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16173,Brassicaceae,Ballantinia,antipoda,The Southern Shepherd's Purse is a small annual plant belonging to the Brassicaceae family. They grow to 5 cm high with small stalked white flowers arising from a rosette of spoon-shaped leaves. The stems are sparsely haired. The flowers grow to 4 mm in diameter and occur along the upper stems. The flowers eventually develop into small elliptical fruits which are 3 -5 mm long (Alexander 1999).,https://data.rbg.vic.gov.au/cip/preview/image/library/79148?maxsize=512,Neville Walsh,"Previous Habitat:Previous records indicate the Southern Shepherd's Purse occupying moss mats on seepage areas in open situations. The species was known to occur in stony or rocky areas on the volcanic plains south-west of Melbourne (Nevill & Camilleri 2010). It was also found on low granite hills and mountains, including Mount Emu, Mount Cole, Mount Langi Ghiran and Mount Buangor in western Victoria. In Tasmania the species is presumed extinct, however it was reported from dry, stony sites and banks of streams (Curtis & Morris 1975).Habitat at Mount Alexander:The Southern Shepherd's Purse appears to have very specific and finely balanced habitat requirements. At Mount Alexander, the species occurs on gently to steeply sloping granite rockplates, usually with an easterly or south-westerly aspect. It grows on seasonally moist moss mats on a shallow soil layer and occasionally growing directly in shallow soil pockets. It is not found on moss mats that utilize deeper soils (Alexander 2004). Sites in which it occurs are usually open, containing only light canopy cover from surrounding trees including the Manna Gum, Eucalyptus viminalis, and Messmate Stringybark, Eucalyptus oblique. The habitat is classified as Granitic Hills Woodland Ecological Vegetation (Nevill & Camilleri 2010). Southern Shepherd's Purse shares this moss mat habitat with a diversity of other indigenous annual and geophytic vascular plants which are typical of seasonally moist or rocky sites in central and northern Victoria. The most dominant of these species is Breutelia affinis, with other common species including Bartramia papillata, Bryum billardeiri, Campylopus introflexus, Grimmia pulvinata, and Polytrichum juniperinum. Other native flora species sharing this moss mat habitat include Dwarf Arrow-grass, Triglochin centrocarpa, Rayless Daisy, Brachyscome perpusilla, Yellow Pennywort, Hydrocotyle foveolata, Moss Sunray, Hyalosperma demissum, Common Bow-flower, Millotia muelleri, Tiny Star, Hypoxis glabella, Adder's Tongue, Ophioglossum lusitanicum, Common Sunray, Triptilodiscus pygmaeus, Spoon Cudweed, Stuartina muelleri, Small Wrinklewort, Siloxerus multiflora, Sieber Crassula, Crassula sieberiana, Pink Purslane, Calandrinia calyptrata, Small Purslane, Calandrinia eremea and Tiny Purslane, Calandrinia granulifera (Cook 1998). Stands of Southern Shepherd's Purse are usually discrete, in areas with a light canopy of Manna Gum and more rarely Messmate (Alexander 1999).","The Southern Shepherd's Purse was recorded last century from central-west and western Victoria and from central to northern Tasmania (Hewson 1982b). It was presumed extinct until rediscovered in Victoria in 1983. In 1998 approximately 12 200 plants were recorded at six sites on Mt Alexander (Mt Alexander Regional Park), near Castlemaine in central Victoria (Alexander 1999; DNRE 2000, SAC 1995b). Four new sites have since been located including one within the perimeter of a koala park (part of a regional park). The koala park population contains over 1000 plants and covers an area of 800 mÃÂ² (DNRE 2000). A search for this plant at other likely Victorian localities (granite outcrops) was carried out in 1997 without success (Alexander 1999; Cook 1998). Densities of up to 200 plants per square metre have been recorded.",144.3,-37.0
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,16542,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16542,Brassicaceae,Lepidium,hyssopifolium,"The Basalt Pepper-cress is an erect, multi-branched perennial herb that grows up to 1 m in height, with stems and stem leaves covered in fine short needle-shaped hairs (Leigh et al. 1984; Tumino 2010). Leaves have hairy serrated margins, and an ear-like appendage at their base. Basal leaves are toothed or pinnately lobed and stem leaves linear-lanceolate, toothed or entire and grow to 1-4 cm in length and 1-3 mm in width (Tumino 2010). The inflorescence (flower cluster) is borne on a raceme (an unbranched inflorescence made up of flowers each on a short stalk), and the flowers themselves are very small, greenish in colour and inconspiculous. Sepals are 0.8 mm long, and petals are either reduced or absent. There are, however, two stamens. Fruit are borne on hairy, terete pedicels (3-5 mm in length) and are sometimes hairy with narrow wings (Tumino 2010).",https://www.environment.nsw.gov.au/threatenedspeciesapp/ImageHandler.ashx?graphicsId=43198&maxWidth=150,John Briggs,"Generally, the Basalt Pepper-cress is known to establish on open, bare ground with limited competition from other plants. The Basalt Pepper-cress was previously recorded from Eucalypt woodland with a grassy ground cover, low open Casuarina woodland with a grassy ground cover and tussock grassland (Leigh et al. 1984). Recently recorded localities have predominantly been in weed-infested areas of heavy modification, high degradation and high soil disturbance such as road and rail verges, on the fringes of developed agricultural land or within small reserves in agricultural land. Many populations are now generally found amongst exotic pasture grasses and beneath exotic trees such as the Radiata Pine (Pinus radiata) and Monterey Cypress (Cupressus macrocarpus), often associated with other species of Lepidium (Ayers et al. 1996; MEL collection records; Tumino 2010). The lack of competition from other shade-tolerant species allows the Basalt Pepper-cress to persist (Tumino 2010).","The Basalt Pepper-cress is found inÃÂ an extensive, but patchy distributionÃÂ from south-eastern NSW, through Victoria to eastern parts of Tasmania (Tumino 2010).",143.3667,-37.6833
Borya mirabilis,Grampians Pincushion-lily,Endangered,16564,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16564,Boryaceae,Borya,mirabilis,,https://data.rbg.vic.gov.au/cip/preview/image/library/78874?maxsize=512,Neville Walsh,,,142.5,-37.1
Acacia enterocarpa,Jumping-jack Wattle,Endangered,17615,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17615,Fabaceae,Acacia,enterocarpa,"The Jumping-jack Wattle is a dense, rounded, sprawling, prickly shrub growing to 1.5 m high (Entwisle et al. 1996; Overman & Venn 1999). The seed pods are typically zigzag-shaped and bear a resemblance to the fire cracker known as the jumping-jack, hence the common name (Whibley & Symon 1992).",https://data.rbg.vic.gov.au/cip/preview/image/library/124815?maxsize=512,Geoff Lay,"Given that this species is nationally endangered, it is considered that all known, currently occupied and potential habitat is critical to its survival (Moritz & Bickerton 2011).","The Jumping-jack Wattle occurs in SA and Victoria. In SA, it is found in several disjunct sub-populations on Eyre Peninsula, Yorke Peninsula and in the South East. In Victoria, it is restricted to a small area in the StateÃ¢ÂÂs west, in the Diapur-Kaniva area of the Wimmera. The stronghold for the species is on Yorke Peninsula and in Victoria (Moritz & Bickerton 2011).In south-western Victoria, where the species is restricted to the Diapur-Kaniva area, it occurs mainly on the Lawloit Range (Overman & Venn 1999; Stuwe 1980). One site is in the Sandsmere Flora Reserve (FR), one is in the Diapur Flora Reserve (FR), two sites are in the Diapur Rail Reserve and one site is on private land with other populations on roadsides (Overman & Venn 1999). In 1977, the Lions Club of Nhill re-established the Jumping-jack Wattle in Diapur FR, where it is believed to have once grown naturally (Stuwe 1980).",141.65,-36.3333
Prasophyllum subbisectum,Pomonal Leek-orchid,Endangered,20411,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20411,Orchidaceae,Prasophyllum,subbisectum,"Flowering stem 15 -30 cm tall. Leaf-blade to 15 cm long, 2 -3 mm diam. at base, apex senescent at flowering. Flowers greenish brown to brown, 7 -15( -20) in a loose raceme; ovary obovoid, shortly pedicellate; sepals 5 -8 mm long, dorsal sepal ovate-lanceolate, decurved, lateral sepals free or fused at base, narrow-lanceolate, erect or recurved, more or less parallel, margins incurved; petals linear, 5 -6 mm long, acute. Labellum ovate, 4 -5 mm long, shortly clawed, reflexed at right angles near middle, base pouched, lamina narrow, greenish or pinkish, margins entire, callus plate hardly raised, greenish to purple-brown, deeply channelled. Column appendages linear-oblong, 1.5 mm long. Flowers Oct. -Nov.",https://data.rbg.vic.gov.au/cip/preview/image/library/124626?maxsize=1024,Jeff Jeanes,,,143.0,-37.2
Diuris fragrantissima,"Sunshine Diuris, Fragrant Doubletail, White Diuris",Endangered,21243,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21243,Orchidaceae,Diuris,fragrantissima,"A terrestrial deciduous herb, emerging annually from a lobed, subterranean tuber, the Sunshine Diuris produces two to three slender, channeled, grass-like green leaves, up to 18 cm long. A slender green stem (to 20 cm tall) holds one to nine (average four) flowers that are strongly scented. The flowers are white with variable purple hues and streaks and the lateral sepals are green. The dorsal sepal is triangular and erect, while the lateral sepals are long and slender (to about 60 mm), inrolled, drooping and parallel (giving rise to the name doubletail). The ovate petals project obliquely upwards (Jones 1988). The labellum is strongly bi-lobed, the lateral lobes curved upward, and the fan-shaped mid-lobe projects forward. Flowers open sequentially up the stem, the lowest flower often having collapsed before the top flower buds have opened (Webster et al. 2004).",https://data.rbg.vic.gov.au/cip/preview/image/library/124642?maxsize=512,Jeff Jeanes,"The habitat Sunshine Diuris is Themeda triandra dominated grasslands with a high level of native herbs on heavy clay loam soils, or basalt soils often with embedded basalt boulders. The orchid grows in the intertussock spaces (Cropper 1993). Other species common at sites where the Sunshine Diuris occurs include Danthonia spp., Dianella longifolila, Dianella revoluta, Tricoryne elatior, Pimelea humilis and Dicanthum sp. (Murphy et al. 2008; Webster et al. 2004).","Endemic to Victoria, the Sunshine Diuris was known from the basalt plains immediately to the north and west of Melbourne (Backhouse & Jeanes 1995). Sunshine Diuris was once so common in the native grasslands north-west of Melbourne around the time of European occupation that it was often referred to as 'Snow-in-the- Paddocks' (Richards 2002, cited in Webster et al. 2004). Since then the species has suffered a catastrophic decline in range and abundance, attributed to widespread habitat destruction and degradation (Webster et al. 2004).",144.7333333333,-37.2833333324
Westringia crassifolia,Whipstick Westringia,Endangered,21314,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21314,Lamiaceae,Westringia,crassifolia,"Erect shrub to 2 m high; branches sparsely to moderately covered in short hairs. Leaves in whorls of 3, narrowly elliptic to slightly oblong, 5 -15 mm long, 1.5 -2.5 mm wide, length-to-width ratio 3 -6, sparsely to moderately hairy, margin entire, not recurved, apex obtuse with a slight callose point; pedicel short. Bracteoles 1 -1.8 mm long. Calyx green, outer surface moderately to densely hairy, tube 2.8 -3 mm long, lobes triangular, 1.5 -2.5 mm long, c. 1.5 mm wide, lobe-to-tube ratio 0.5 -0.9; corolla 12 -14 mm long, purple (lavender). Flowers mainly spring.",https://data.rbg.vic.gov.au/cip/preview/image/library/2586?maxsize=512,Geoff Lay,,,144.3119,-36.5767
Pimelea spinescens subsp. pubiflora,Wimmera Rice-flower,Critically Endangered,21979,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21979,Thymelaeaceae,Pimelea,spinescens,"The Wimmera Rice-flower is a small shrub which grows from 5 -50 cm high (DSE 2005d).Stems: The stems are smooth and have a spiny tip which gave the species its name.Leaves: The leaves of the Wimmera Rice-flower are arranged opposite each other along the stem, have short petioles (stalks), are elliptic in shape, smooth, uniform green in colour, and about 7 mm long and 2 mm wide. The leaf-stalks are densely hairy.Flowers: During flowering, the Wimmera Rice-flower has a profusion of small creamy-yellow flowers (BIRD 2007). Each flower-head usually has 6 -12 individual flowers. The flowers are hairy on the outside, with the hairs often more densely arranged on the sepals.Fruits: The 3 mm long rice-shaped fruits are firm, dry and enclosed (DSE 2005d; Rye 1990).",https://data.rbg.vic.gov.au/cip/preview/image/library/109221?maxsize=512,Freestone Marc,"Very little information exists on the habitat of the Wimmera Rice-flower although it was known to occur on basaltic plains (Rye 1990). The species is known to occur in grassland vegetation such as the Wimmera Plains Savannah, on reddish sandy loam soil with fairly abundant limestone nodules (DSE 2005d).The two extant populations of Wimmera Rice-flowers occur on level ground with a loamy soil type. The Natimuk population occurs on a roadside reserve in a grassland dominated by Spear grasses (Austrostipa sp.) and Wallaby grasses (Austrodanthonia sp.), with scattered shrubs of Bursaria spinosa (Sweet Bursaria) and Senna artemisioides (Cassia), whereas the population at Minyip occurs on Crown Land within a Buloke grassland area (TSSC 2009o, 2009p).","The Wimmera Rice-flower is endemic to Victoria and was presumed to be an extinct subspecies.  It occurred in Victoria from the Dimboola, Wimmera and Borung districts, approximately 300 km north-west of Melbourne. The type specimen was collected from Wimmera in 1890 (Rye 1990) and prior to 2005, the last specimen was recorded from the Dimboola and Borung districts in 1901 (BIRD 2007; Walsh & Entwisle 1996).",142.5903,-36.455
Pimelea spinescens subsp. spinescens,"Plains Rice-flower, Spiny Rice-flower, Prickly Pimelea",Critically Endangered,21980,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21980,Thymelaeaceae,Pimelea,spinescens,"As for the species, but corolla and pedicels glabrous; perianth cream to nearly white. Flowers Apr. -Aug. CVU, GipP, Gold, NIS, OtP, VRiv, VVP, Wim. Endemic in Victoria. Grows in grassland, open shrubland and occasionally woodland, often on basalt-derived soils. Mostly west of Melbourne (to near Horsham), but extending as far north as Echuca.",https://data.rbg.vic.gov.au/cip/preview/image/library/94030?maxsize=1024,Freestone Marc,,,143.3667,-37.6667
Caladenia fulva,Tawny Spider-orchid,Endangered,24371,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24371,Orchidaceae,Caladenia,fulva,"Flowering plant 12 -25 cm tall, stem dark-coloured. Leaf 5 -12 cm long, 6 -8 mm wide, blotched with red at base. Flowers 1 or 2; perianth segments strongly drooping, 5 -8 cm long, whitish-cream or yellowish to pinkish with reddish stripes and very dark, glandular tips; sepals flattened at base, 3 -7 mm wide, abruptly tapered to a long tail densely covered in glandular hairs; petals shorter than sepals but otherwise similar. Labellum curved forward with apex recurved and lateral lobes erect, lamina ovate, obscurely 3-lobed, 15 -18 mm long and 10 -12 mm wide (when flattened), pinkish or reddish, distinctly darker towards apex; margins of lateral lobes fringed with pale-tipped, bent calli to 2.5 mm long, margins of mid-lobe with shorter calli becoming tooth-like near tip; lamina calli in 4 or 6 rows, extending onto mid-lobe, narrow, foot-shaped, c. 2.5 mm long at base of lamina, decreasing in size towards apex. Flowers Sep. -Oct.",https://data.rbg.vic.gov.au/cip/preview/image/library/93624?maxsize=512,Freestone Marc,,,142.9,-37.0
Caladenia lowanensis,Wimmera Spider-orchid,Endangered,24374,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24374,Orchidaceae,Caladenia,lowanensis,"Flowering plant 12 -25 cm tall. Leaf 7 -12 cm long, 8 -12 mm wide. Flowers solitary; perianth segments 2 -3.5 cm long, pale yellow with red lines and suffusions; lateral sepals divergent, deflexed, flattened at base, 3 -4 mm wide, tapered to a filiform, clubbed tail, clubs linear, 5 -8 mm long, with reddish, contiguous, sessile glands; petals spreading to deflexed, shorter than sepals, flattened at base, tapered to a long acuminate apex. Labellum curved forward with apex recurved and lateral lobes erect, lamina ovate, more or less 3-lobed, 10 -14 mm long and 6 -8 mm wide (when flattened), red at least distally, proximal half pale yellowish, with red veins; marginal calli on lateral lobes linear, to 2 mm long, diminishing in size towards the (usually) entire or slightly irregular mid-lobe; lamina calli in 4 to 6 rows, somewhat crowded, glossy, not extending onto mid-lobe, stout and flat-topped, to 1 mm long at base of lamina, decreasing in size towards apex. Flowers Sep. -Oct.",https://data.rbg.vic.gov.au/cip/preview/image/library/142701?maxsize=512,"Robinson, A.",,,141.8,-36.4
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",Endangered,24390,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24390,Orchidaceae,Caladenia,tensa,"The Greencomb Spider-orchid is a perennial orchid growing to 30 cm in height when flowering. Its flowers are usually single, 5 cm across and perianth segments are green with crimson median stripes. Sepals of the species are dull yellow in colour with indistinct osmophores and grow to 1 cm in length. The top sepal is erect over the column, and the lateral sepals project forward and down. Petals are shorter and spread behind the flower. The labellum is pale yellowish to white, trilobed, with a maroon tip and 4 rows of uncrowded, stalked, clubbed red calli. The lateral lobes are not extensive, with a long green fringe basally and marginal teeth on the shorter, paler midlobe (Backhouse & Jeanes 1995; Bates 2009). ",https://data.rbg.vic.gov.au/cip/preview/image/library/2218?maxsize=512,Geoff Lay,"The Greencomb Spider-orchid grows on red-brown sandy loams on rises in open woodland dominated by Yellow Gum (Eucalyptus leucoxylon sens. lat.) and Rottnest Island Pine (Callitris preissii). Its habitat, between the Little Desert and Big Desert, was formerly expansive and extended into SA (Carr 1991). This species has also been recorded from Black Box (Eucalyptus largiflorens)/Yellow Gum woodland and mallee/heathland (MEL collection records).More recently, the various habitats for the species has been described, including dry Cypress-pine (family Cupressaceae)/Yellow Gum Woodland, Pine/Box woodland, mallee-heath sites, heathy woodland and mallee woodland, generally with rock outcrops (Bates 2009; Todd 2000).","Historically, the Greencomb Spider-orchid was widespread on aeolian sand deposits surrounding, and including, the Little Desert in western Victoria and south-east South Australia. The species was found within the areas of the Murray-Darling Depression bioregion and generally associated with 300Ã¢ÂÂ400 mm annual rainfall areas (Todd 2000).",141.8,-36.37
Synemon plana,Golden Sun Moth,Critically Endangered,25234,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25234,Castniidae,Synemon,plana,"It is a medium-sized moth with clubbed antennae. The clubbed antennae are a notable feature of Synemon plana; most other moths have brushy antennae. The golden sun moth appears on the list of Australian critically endangered fauna. The golden sun moth is synonymous with Austrodanthonia species of grasses and is almost confined to grasslands which are home to these grass species. At least a 40% cover of Austrodanthonia species is optimal for the species. Male Synemon plana are dull in colour, the forewings consisting of dark brown, patterned with pale grey and the hind wings are brown with darker brown patches. Female Synemon plana are brighter in colour with the forewings of brown and grey patterns, the forewings are a bright golden brown colouring with dark brown patches on the outer margin of the hindwings. This golden colouring gives Synemon plana its common name, the golden sun moth. Female Synemon plana are generally flightless, with small hindwings in comparison to the male.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Synemon_plana_at_Australian_Museum.jpg/440px-Synemon_plana_at_Australian_Museum.jpg,Eviatar Bach,"Suitable habitat for the Golden Sun Moth includes native temperate grassland and open grassy woodlands dominated by wallaby grass (DEC 2007). While previous studies suggested that the species prefers grasslands which have a greater than 40% coverage of wallaby grass over a given area (O'Dwyer & Attiwill 1999), more recent studies show a broader tolerance for other species compositions, including degraded grasslands dominated by exotic Chilean Needlegrass (Nassella neesiana) (Braby & Dunford 2006; Gibson 2006; Gilmore et al. 2008).","Current Distribution: The Golden Sun Moth is known from 125 extant sites (post-1990) across its range (DEWHA 2009p) and subsequent surveys in 2009 and 2010 have recorded more sites in Victoria and the ACT (Ecology Partners 2009a, 2009b, 2010). At a minimum, 45 sites occur in Victoria, 48 sites occur in NSW and 32 sites occur in the ACT (Biosis Research 2008; Braby & Dunford 2006; Clarke & Whyte 2003; DEC 2007), with more sites on the Victoria Volcanic Plains being recorded in 2009 and 2010 (Brown et al. 2012; Ecology Partners 2009a, 2009b, 2010). No extant populations are known in South Australia (Edwards 1994). The majority of the known sites are smaller than 5 ha (e.g. New 2012). Fifty-six of the known sites lie in a narrow area 100 km long by 30 km wide (Clarke & Whyte 2003).",145.0,-37.2
Thaumatoperla alpina,Alpine Stonefly,Endangered,25289,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25289,Eustheniidae,Thaumatoperla,alpina,"The largest of the Australian stoneflies, the Alpine Stonefly's final instar (growth stage) nymphs reach 49 mm in length, excluding antennae and cerci (the paired appendage on the rear-most segment). Early stages of the nymphs have greenish gills and a green abdomen. Larger specimens are green-brown in colour, with a red tinge on the pronotum (the upper surface of the first thoracic segment). There can be some patterning on the pronotum (dorsal sclerite (hard part) of the prothorax), and the abdominal gills are creased (Hynes 1978 cited in TSSC 2011am). Adults are similar in size to the final instar nymphs, with light green to yellow-grey abdomens and blue-black wings. The pronotum and leg sockets around the thorax are orange to orange-red. There is a large black spot in the centre of the pronotum. Although they have wings, the adults are largely flightless (Brittain 1990 cited in TSSC 2011am).",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/CSIRO_ScienceImage_2622_The_stonefly_Thaumatoperla_alpina_Eustheniidae.jpg/500px-CSIRO_ScienceImage_2622_The_stonefly_Thaumatoperla_alpina_Eustheniidae.jpg,CSIRO ScienceImage,"The Alpine Stonefly inhabits high altitude areas at least 760 m above sea level, including areas above the treeline. The nymphs are most commonly found in steep, stony, cool streams, often below a cascade of water underneath cobblestones or detritus (Vic. DSE 2003at). Narrower streams of less than 1ÃÂ¢ÃÂÃÂ2.5 m width are favoured and typically 1 m wide and around 15 cm deep (McKay et al. 2005). Nymphs are often found under bigger boulders or stones at these sites. When the nymphs have reached adulthood, they leave the water and inhabit the rocks and vegetation beside the streams (Crowther et al. 2008). They are often found on the Silky Daisy (Celmisia sericophylla), a plant that is endemic to the Bogong High Plains (Vic. DSE 2003at).","The Alpine Stonefly isÃÂ endemic to the Bogong High Plains in the Kiewa River catchment; specifically the Mt McKay and Mt Fainter areas in first order streams (unbranched tributaries) at high altitudes (Crowther et al. 2008; McKay et al. 2005; Vic. DSE 2003at). The species is known from 12 sites that are separated by natural and anthropogenic barriers. Six of these sites occur in the Alpine National Park, five within Falls Creek Alpine Resort and one within state forest (TSSC 2011am).",147.3,-36.9
Litoria spenceri,Spotted Tree Frog,Endangered,25959,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25959,Hylidae,Litoria,spenceri,"The Spotted Tree Frog is a distinctive frog, growing up to 6 cm in length. Skin colour is grey to olive green above, sometimes with irregular dark blotches. The belly is whitish, and both surfaces are warty or granular. The groin and back of the leg are orange. The tadpole is generally brown to black, with an elongated body and moderately thick tail that has a rounded tip.",https://www.environment.nsw.gov.au/threatenedspeciesapp/ImageHandler.ashx?graphicsId=43005&maxWidth=150,Dave Hunter,"Most populations of the Spotted Tree Frog occurred in dissected, mountainous country, generally in areas with limited access and disturbance (Gillespie & Hollis 1996). It is found almost exclusively in association with rock habitats along streams (Gillespie & Hollis 1996).","The Spotted Tree Frog is restricted predominantly to the western slopes of the Great Dividing Range, from Lake Eildon in the Central Highlands of Victoria to Mount Kosciuszko, New South Wales, at altitudes of 200 to 1100 m (Gillespie & Hollis 1996; Victorian Wildlife atlas unpublished data).",145.77,-38.35
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,26011,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011,Meliphagidae,Lichenostomus,melanops,"The helmeted honeyeater (Lichenostomus melanops cassidix) is a passerine bird in the honeyeater family. It is a distinctive and critically endangered subspecies of the yellow-tufted honeyeater, that exists in the wild only as a tiny relict population in the Australian state of Victoria, in the Yellingbo Nature Conservation Reserve. It is Victoria's only endemic bird, and was adopted as one.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Captively_bred_Helmeted_Honeyeater_at_the_Healesville_Sanctuary_in_Healesville%2C_Victoria%2C_Australia.jpg/440px-Captively_bred_Helmeted_Honeyeater_at_the_Healesville_Sanctuary_in_Healesville%2C_Victoria%2C_Australia.jpg,Dylan Sanusi-Goh,,,146.116,-38.3
