Scientific_Name,Common_Name,Threatened_Status,Listed_SPRAT_TaxonID,Kingdom,Class,Profile,Family,Genus,Species,Description,Image,Image_Author,Habitat,Australian_Distribution,Longitude,Latitude
Caladenia fulva,Tawny Spider-orchid,Endangered,24371,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24371,Orchidaceae,Caladenia,fulva,"Flowering plant 12 -25 cm tall, stem dark-coloured. Leaf 5 -12 cm long, 6 -8 mm wide, blotched with red at base. Flowers 1 or 2; perianth segments strongly drooping, 5 -8 cm long, whitish-cream or yellowish to pinkish with reddish stripes and very dark, glandular tips; sepals flattened at base, 3 -7 mm wide, abruptly tapered to a long tail densely covered in glandular hairs; petals shorter than sepals but otherwise similar. Labellum curved forward with apex recurved and lateral lobes erect, lamina ovate, obscurely 3-lobed, 15 -18 mm long and 10 -12 mm wide (when flattened), pinkish or reddish, distinctly darker towards apex; margins of lateral lobes fringed with pale-tipped, bent calli to 2.5 mm long, margins of mid-lobe with shorter calli becoming tooth-like near tip; lamina calli in 4 or 6 rows, extending onto mid-lobe, narrow, foot-shaped, c. 2.5 mm long at base of lamina, decreasing in size towards apex. Flowers Sep. -Oct.",https://data.rbg.vic.gov.au/cip/preview/image/library/93624?maxsize=512,Freestone Marc,,,142.9,-37.0
Caladenia insularis,French Island Spider-orchid,Vulnerable,24372,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24372,Orchidaceae,Caladenia,insularis,"Flowering plant (20 -)30 -40 cm tall. Leaf 5 -10 cm long, 7 -10 mm wide. Flowers solitary (rarely 2); perianth segments 2.5 -6 cm long, cream, pink or pale yellow, heavily streaked and suffused with red; sepals with slender reddish clubs 10 -25 mm long; dorsal sepal 3 -6 cm long, 3 -4 mm wide, incurved; lateral sepals 3 -6 mm long, 4 -5 mm wide, divergent, deflexed; petals 2.5 -4.5 cm long, 3 -4 mm wide, spreading to deflexed, flattened at base, tapered to a long acuminate apex, sometimes with short thickened clubs. Labellum curved forward with apex recurved and lateral lobes erect, lamina ovate, obscurely 3-lobed, 10 -13 mm long and 7 -9 mm wide (when flattened), red at least distally, proximal half often paler red or yellowish-cream, with red veins; marginal calli on lateral lobes to 1 mm long, diminishing in size towards the entire or slightly irregular mid-lobe; lamina calli in 4 or 6 rows, glossy, well spaced, not extending onto mid-lobe, stout and flat-topped, to 1 mm long at base of lamina, decreasing in size towards apex. Flowers Sep. -Oct.",https://data.rbg.vic.gov.au/cip/preview/image/library/116635?maxsize=512,Scott Coutts,,,145.3567,-38.3383
Caladenia lowanensis,Wimmera Spider-orchid,Endangered,24374,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24374,Orchidaceae,Caladenia,lowanensis,"Flowering plant 12 -25 cm tall. Leaf 7 -12 cm long, 8 -12 mm wide. Flowers solitary; perianth segments 2 -3.5 cm long, pale yellow with red lines and suffusions; lateral sepals divergent, deflexed, flattened at base, 3 -4 mm wide, tapered to a filiform, clubbed tail, clubs linear, 5 -8 mm long, with reddish, contiguous, sessile glands; petals spreading to deflexed, shorter than sepals, flattened at base, tapered to a long acuminate apex. Labellum curved forward with apex recurved and lateral lobes erect, lamina ovate, more or less 3-lobed, 10 -14 mm long and 6 -8 mm wide (when flattened), red at least distally, proximal half pale yellowish, with red veins; marginal calli on lateral lobes linear, to 2 mm long, diminishing in size towards the (usually) entire or slightly irregular mid-lobe; lamina calli in 4 to 6 rows, somewhat crowded, glossy, not extending onto mid-lobe, stout and flat-topped, to 1 mm long at base of lamina, decreasing in size towards apex. Flowers Sep. -Oct.",https://data.rbg.vic.gov.au/cip/preview/image/library/142701?maxsize=512,"Robinson, A.",,,141.8,-36.4
Caladenia robinsonii,Frankston Spider-orchid,Endangered,24375,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24375,Orchidaceae,Caladenia,robinsonii,"Flowering plant 20 -30 cm tall. Leaf 8 -10 cm long, 8 -10 mm wide. Flowers 1 or 2; perianth segments 2 -3.5 cm long, cream to creamy yellow with red markings; sepals with slightly thickened reddish clubs 5 -10 mm long; dorsal sepal 2.5 -3.5 cm long, 3 -4 mm wide.",https://data.rbg.vic.gov.au/cip/preview/image/library/124662?maxsize=512,Jeff Jeanes,,,,
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",Endangered,24390,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24390,Orchidaceae,Caladenia,tensa,"The Greencomb Spider-orchid is a perennial orchid growing to 30 cm in height when flowering. Its flowers are usually single, 5 cm across and perianth segments are green with crimson median stripes. Sepals of the species are dull yellow in colour with indistinct osmophores and grow to 1 cm in length. The top sepal is erect over the column, and the lateral sepals project forward and down. Petals are shorter and spread behind the flower. The labellum is pale yellowish to white, trilobed, with a maroon tip and 4 rows of uncrowded, stalked, clubbed red calli. The lateral lobes are not extensive, with a long green fringe basally and marginal teeth on the shorter, paler midlobe (Backhouse & Jeanes 1995; Bates 2009). ",https://data.rbg.vic.gov.au/cip/preview/image/library/2218?maxsize=512,Geoff Lay,"The Greencomb Spider-orchid grows on red-brown sandy loams on rises in open woodland dominated by Yellow Gum (Eucalyptus leucoxylon sens. lat.) and Rottnest Island Pine (Callitris preissii). Its habitat, between the Little Desert and Big Desert, was formerly expansive and extended into SA (Carr 1991). This species has also been recorded from Black Box (Eucalyptus largiflorens)/Yellow Gum woodland and mallee/heathland (MEL collection records).More recently, the various habitats for the species has been described, including dry Cypress-pine (family Cupressaceae)/Yellow Gum Woodland, Pine/Box woodland, mallee-heath sites, heathy woodland and mallee woodland, generally with rock outcrops (Bates 2009; Todd 2000).","Historically, the Greencomb Spider-orchid was widespread on aeolian sand deposits surrounding, and including, the Little Desert in western Victoria and south-east South Australia. The species was found within the areas of the Murray-Darling Depression bioregion and generally associated with 300â400 mm annual rainfall areas (Todd 2000).",141.8,-36.37
Caladenia thysanochila,Fringed Spider-orchid,Endangered,24391,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24391,Orchidaceae,Caladenia,thysanochila,"Flowering plant 34 cm tall. Leaf 14 cm long, 9 mm wide. Flower solitary; perianth segments 2.5 -3.5 cm long, white with reddish purple tinges, terminated by light purplish brown clubs, clubs on sepals c. 12 mm long, those on petals c. 2 mm long, glands sessile and crowded; lateral sepals and petals spreading, with decurved tips; sepals flattened at base, abruptly tapered to acuminate tails; petals shorter than sepals, flattened at base, tapered to acuminate tails.",https://cdn.pixabay.com/photo/2019/03/20/01/36/fringed-mantis-spider-4067408_960_720.jpg,Seashalia,,,,
Caladenia versicolor,Candy Spider-orchid,Vulnerable,24392,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24392,Orchidaceae,Caladenia,versicolor,"Flowering plant 15 -25 cm tall. Leaf 5 -10 cm long, 6 -8 mm wide, blotched with red at base.",https://data.rbg.vic.gov.au/cip/preview/image/library/124657?maxsize=512,Jeff Jeanes,,,142.1,-37.2
Deyeuxia pungens,Narrow-leaf Bent-grass,Vulnerable,24421,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24421,Poaceae,Deyeuxia,pungens,"Tufted perennial, culms strongly erect, to 100 cm high. Leaves scabrous, rather strongly ribbed; blade mostly closely inrolled, to 45 cm long and 1.5 mm diam., rigidly erect and more or less needle-pointed; ligule papery, acute, soon disintegrating, 4 -11 mm long. Inflorescence a contracted, almost spike-like panicle, sometimes interrupted and/or narrowly lobed near the base, 10 -30 cm long. Flowers Dec. -Jan.",https://data.rbg.vic.gov.au/cip/preview/image/library/117438?maxsize=939,"Barley, A. National Herbarium of Victoria",,,,
Poa sallacustris,Salt-lake Tussock-grass,Vulnerable,24424,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24424,Poaceae,Poa,sallacustris,"Rhizomatous perennial, culms ascending to erect, terete to somewhat compressed, to 30 cm high. Leaves smooth and glabrous; sheath tubular in lower part; blade loosely to closely folded, firm, to 12 cm long and 2 mm wide when flattened, abruptly tapered to a keeled, acute, often slightly incurved apex; ligule thinly membranous, acute to obtuse, 1 -2 mm long.",https://data.rbg.vic.gov.au/cip/preview/image/vcsb/2127?maxsize=512,Hare Robert,,,143.6052777778,-38.2124999991
Pomaderris subplicata,Concave Pomaderris,Vulnerable,24513,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24513,Rhamnaceae,Pomaderris,subplicata,"Shrub, 1 -2 m high; branchlets stellate-pubescent. Leaves ovate to obovate, 3 -10( -12) mm long, 2 -6 mm wide, broadly obtuse, flat to V-shaped in transverse section, both surfaces finely stellate-pubescent, whitish below, sometimes with scattered larger rusty stellate hairs, secondary veins obscure; stipules 1 -2 mm long, deciduous. Inflorescence of small subterminal axillary clusters; bracts deciduous. Flowers pale cream; externally stellate-pubescent; pedicels 1 -2.5 mm long; hypanthium 1 -1.5 mm long; sepals 1.5 -1.8 mm long, deciduous; petals deciduous soon after anthesis, spathulate, 0.5 -1 mm long, shortly fused with bases of stamen filaments; disc absent; ovary half-superior, stellate-pubescent, style branched from near base. Operculum membranous, c. three-quarters mericarp length Flowers Oct.",https://data.rbg.vic.gov.au/cip/preview/image/library/109064?maxsize=512,Neville Walsh,,,144.97777777780001,-37.8319444444
Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",Vulnerable,24636,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24636,Haloragaceae,Haloragis,exalata,"Square Raspwort is a shrub that reaches 1.5 m tall with square, four-ribbed stems. Its leaves are opposite up to the flower clusters (60 - 100 mm long and 13 - 25 mm wide) with coarsely-toothed margins. Its flowers are insignificant; the petals are only about 3 mm long and yellowish-green to reddish, although the spike-like flower cluster may be prominent at the ends of branches. Subspecies exalata differs from subspecies velutina (also listed as vulnerable and occurring in the Grafton to Kempsey area) in having longer, broader and more coarsely toothed leaves. Haloragis exalata subsp. exalata has two varieties: variety exalata and variety laevis. The former has stems and leaves finely rough to touch, dichasia (in which flower branches appear in regular opposite pairs at the ends of stems) 3-7-flowered. Variety laevis has hairless, scaleless stems and leaves and 7-15-flowered dichasia.",https://www.environment.nsw.gov.au/threatenedspeciesapp/ImageHandler.ashx?graphicsId=24313,Jackie Miles,,,141.29252777780002,-38.0721666658
Synemon plana,Golden Sun Moth,Critically Endangered,25234,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25234,Castniidae,Synemon,plana,"It is a medium-sized moth with clubbed antennae. The clubbed antennae are a notable feature of Synemon plana; most other moths have brushy antennae. The golden sun moth appears on the list of Australian critically endangered fauna. The golden sun moth is synonymous with Austrodanthonia species of grasses and is almost confined to grasslands which are home to these grass species. At least a 40% cover of Austrodanthonia species is optimal for the species. Male Synemon plana are dull in colour, the forewings consisting of dark brown, patterned with pale grey and the hind wings are brown with darker brown patches. Female Synemon plana are brighter in colour with the forewings of brown and grey patterns, the forewings are a bright golden brown colouring with dark brown patches on the outer margin of the hindwings. This golden colouring gives Synemon plana its common name, the golden sun moth. Female Synemon plana are generally flightless, with small hindwings in comparison to the male.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Synemon_plana_at_Australian_Museum.jpg/440px-Synemon_plana_at_Australian_Museum.jpg,Eviatar Bach,"Suitable habitat for the Golden Sun Moth includes native temperate grassland and open grassy woodlands dominated by wallaby grass (DEC 2007). While previous studies suggested that the species prefers grasslands which have a greater than 40% coverage of wallaby grass over a given area (O'Dwyer & Attiwill 1999), more recent studies show a broader tolerance for other species compositions, including degraded grasslands dominated by exotic Chilean Needlegrass (Nassella neesiana) (Braby & Dunford 2006; Gibson 2006; Gilmore et al. 2008).","Current Distribution: The Golden Sun Moth is known from 125 extant sites (post-1990) across its range (DEWHA 2009p) and subsequent surveys in 2009 and 2010 have recorded more sites in Victoria and the ACT (Ecology Partners 2009a, 2009b, 2010). At a minimum, 45 sites occur in Victoria, 48 sites occur in NSW and 32 sites occur in the ACT (Biosis Research 2008; Braby & Dunford 2006; Clarke & Whyte 2003; DEC 2007), with more sites on the Victoria Volcanic Plains being recorded in 2009 and 2010 (Brown et al. 2012; Ecology Partners 2009a, 2009b, 2010). No extant populations are known in South Australia (Edwards 1994). The majority of the known sites are smaller than 5 ha (e.g. New 2012). Fifty-six of the known sites lie in a narrow area 100 km long by 30 km wide (Clarke & Whyte 2003).",145.0,-37.2
Thaumatoperla alpina,Alpine Stonefly,Endangered,25289,Animalia,Insecta,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25289,Eustheniidae,Thaumatoperla,alpina,"The largest of the Australian stoneflies, the Alpine Stonefly's final instar (growth stage) nymphs reach 49 mm in length, excluding antennae and cerci (the paired appendage on the rear-most segment). Early stages of the nymphs have greenish gills and a green abdomen. Larger specimens are green-brown in colour, with a red tinge on the pronotum (the upper surface of the first thoracic segment). There can be some patterning on the pronotum (dorsal sclerite (hard part) of the prothorax), and the abdominal gills are creased (Hynes 1978 cited in TSSC 2011am). Adults are similar in size to the final instar nymphs, with light green to yellow-grey abdomens and blue-black wings. The pronotum and leg sockets around the thorax are orange to orange-red. There is a large black spot in the centre of the pronotum. Although they have wings, the adults are largely flightless (Brittain 1990 cited in TSSC 2011am).",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/CSIRO_ScienceImage_2622_The_stonefly_Thaumatoperla_alpina_Eustheniidae.jpg/500px-CSIRO_ScienceImage_2622_The_stonefly_Thaumatoperla_alpina_Eustheniidae.jpg,CSIRO ScienceImage,"The Alpine Stonefly inhabits high altitude areas at least 760 m above sea level, including areas above the treeline. The nymphs are most commonly found in steep, stony, cool streams, often below a cascade of water underneath cobblestones or detritus (Vic. DSE 2003at). Narrower streams of less than 1Ã¢ÂÂ2.5 m width are favoured and typically 1 m wide and around 15 cm deep (McKay et al. 2005). Nymphs are often found under bigger boulders or stones at these sites. When the nymphs have reached adulthood, they leave the water and inhabit the rocks and vegetation beside the streams (Crowther et al. 2008). They are often found on the Silky Daisy (Celmisia sericophylla), a plant that is endemic to the Bogong High Plains (Vic. DSE 2003at).","The Alpine Stonefly isÂ endemic to the Bogong High Plains in the Kiewa River catchment; specifically the Mt McKay and Mt Fainter areas in first order streams (unbranched tributaries) at high altitudes (Crowther et al. 2008; McKay et al. 2005; Vic. DSE 2003at). The species is known from 12 sites that are separated by natural and anthropogenic barriers. Six of these sites occur in the Alpine National Park, five within Falls Creek Alpine Resort and one within state forest (TSSC 2011am).",147.3,-36.9
Litoria spenceri,Spotted Tree Frog,Endangered,25959,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25959,Hylidae,Litoria,spenceri,"The Spotted Tree Frog is a distinctive frog, growing up to 6 cm in length. Skin colour is grey to olive green above, sometimes with irregular dark blotches. The belly is whitish, and both surfaces are warty or granular. The groin and back of the leg are orange. The tadpole is generally brown to black, with an elongated body and moderately thick tail that has a rounded tip.",https://www.environment.nsw.gov.au/threatenedspeciesapp/ImageHandler.ashx?graphicsId=43005&maxWidth=150,Dave Hunter,"Most populations of the Spotted Tree Frog occurred in dissected, mountainous country, generally in areas with limited access and disturbance (Gillespie & Hollis 1996). It is found almost exclusively in association with rock habitats along streams (Gillespie & Hollis 1996).","The Spotted Tree Frog is restricted predominantly to the western slopes of the Great Dividing Range, from Lake Eildon in the Central Highlands of Victoria to Mount Kosciuszko, New South Wales, at altitudes of 200 to 1100 m (Gillespie & Hollis 1996; Victorian Wildlife atlas unpublished data).",145.77,-38.35
Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,Endangered,25982,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25982,Cacatuidae,Calyptorhynchus,banksii,"The red-tailed black cockatoo (Calyptorhynchus banksii) also known as Banksian- or Banks' black cockatoo, is a large black cockatoo native to Australia. Adult males have a characteristic pair of bright red panels on the tail that gives the species its name. It is more common in the drier parts of the continent. Five subspecies are recognised, differing chiefly in beak size. Although the more northerly subspecies are widespread, the two southern subspecies, the forest red-tailed black cockatoo and the south-eastern red-tailed black cockatoo are under threat.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Calyptorhynchus_banksii_%28pair%29-8-2cp.jpg/1200px-Calyptorhynchus_banksii_%28pair%29-8-2cp.jpg,gaab22,,,,
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,26011,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011,Meliphagidae,Lichenostomus,melanops,"The helmeted honeyeater (Lichenostomus melanops cassidix) is a passerine bird in the honeyeater family. It is a distinctive and critically endangered subspecies of the yellow-tufted honeyeater, that exists in the wild only as a tiny relict population in the Australian state of Victoria, in the Yellingbo Nature Conservation Reserve. It is Victoria's only endemic bird, and was adopted as one.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Captively_bred_Helmeted_Honeyeater_at_the_Healesville_Sanctuary_in_Healesville%2C_Victoria%2C_Australia.jpg/440px-Captively_bred_Helmeted_Honeyeater_at_the_Healesville_Sanctuary_in_Healesville%2C_Victoria%2C_Australia.jpg,Dylan Sanusi-Goh,,,146.116,-38.3
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,26033,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26033,Procellariidae,Pterodroma,leucoptera,"Gould's Petrel is a small, slightly-built petrel with a distinct 'M'-shaped marking on its upperwings. Gould's Petrels measure about 70 cm, and weigh about 200 g. The head is characterised by a white forehead with dark freckles that merge into a black hood over the crown and nape; the mantle is blue-grey or dark grey, and the rump darker grey; the short, rounded tail is grey with a brown wash, grading darker at the end; and the underparts are white. The upperwing is dark brownish grey with a prominent blackish 'M'-shaped mark which extends across the lower back. The underwings are white with a blackish trailing edge and a blackish leading edge which extends towards the middle of the wing at the carpal joint, forming a distinct diagonal carpal bar. The bill is black; the eyes are dark brown; and the legs and feet are off-white with the toes, joints, webs and claws dull black (Marchant & Higgins 1990; Roberson & Bailey 1991; Surman et al. 1997). Gould's Petrel is usually seen at sea singly or in twos, occasionally in groups of about 12, and infrequently in groups as large as 60 (Hindwood & Serventy 1941; Surman et al. 1997).",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Pterodroma_leucoptera_-_Southport_-_Christopher_Watson.jpg/440px-Pterodroma_leucoptera_-_Southport_-_Christopher_Watson.jpg,Christopher Watson,"Gould's Petrel is a pelagic marine species, spending much of its time foraging at sea and coming ashore only to breed. The Australian subspecies breeds and roosts on two islands off NSW, Cabbage Tree and Boondelbah Islands, and the at-sea distribution is poorly known (NSW 2006a; D'Ombrain 1970; Fullagar 1976; Hindwood & Serventy 1941; Hull 1911b; Priddel & Carlile 1995b, 1997; Priddel et al. 1995).The breeding colonies on Cabbage Tree Island and Boondelbah Island are in the transitional zone between the subtropical (with maximum summer rainfall) and temperate climatic zones (with maximum winter rainfall) (NPWS 2003). On Cabbage Tree Island, Gould's Petrels mostly breed among rocky scree and beneath coarse woody debris in gullies dominated by dense rainforest, heavily vegetated with Cabbage Tree Palms (Livistonia australis), figs (Ficus) and Native Plums (Planchonella australis) (NSW 2006b; D'Ombrain 1970; Fullagar 1976; Hindwood & Serventy 1941; Hull 1911b; Priddel & Carlile 1995b, 1997; Priddel et al. 1995), but also occasionally among tussocks of mat-rush (Lomandra longifolia) (D'Ombrain 1970). Nests occur from just above sea level to elevations of 120 m (Fullagar 1976).","The Australian subspecies of the Gould's Petrel breeds in NSW on Cabbage Tree Island and nearby Boondelbah Island, near Port Stephens (Fullagar 1976; Priddel & Carlile 1997, 1997a), and at least one pair on Montague Island, near Naroooma (ABC News 2013). The pelagic distribution of Gould's Petrel is unknown, as when they are seen at sea, they are indistinguishable from the New Caledonian subspecies (Pterodroma leucoptera caledonica) (Marchant & Higgins 1990).",141.23,-38.22
Galaxias fuscus,Barred Galaxias,Endangered,26168,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26168,Galaxiidae,Galaxias,fuscus,"The barred galaxias is a reddish brown fish growing to 15 cm long, but commonly reaches 7-9 cm long. It has dark oval blotches on its side with at least one to four usually very distinct. It has clear to reddish brown fins (Allen 1989). Mid-lateral bars vary geographically, and are very occasionally absent, though this is extremely rare. Bars on fish from around Lake Mountain are the largest. Putative hybridisation with  Galaxias olidus can cause difficulties in the identification of some individuals (Raadik 2014).",https://fishesofaustralia.net.au/images/image/GalaxiasFuscusRK.jpg,Rudie H. Kuiter,"Barred galaxias occurs in small to medium-sized (0.7-11 m wide), moderately to fast flowing, steep gradient, shallow (0.1-0.4 m deep) water (Raadik 2014) with some pools (to 3 m) (Stoessel et al. 2015), creeks and rivers, all typically cool to cold (Raadik 2014) to above the winter snow line (Allen 1989). The usual sequence of instream habitat consists of pools interconnected by rapids, small and large cascades, and some small waterfalls. In larger streams the steep gradient sections containing cascades, pools and waterfalls are interspersed with relatively long, low gradient sections containing pools and runs (Raadik 1995).","Barred galaxias is endemic to the Goulburn River system in central Victoria on the Murray-Darling Basin side of the Great Dividing Range (Raadik 2014). It is now restricted to a small upland area extending along the south-eastern portion from the Delatite River system in the north-east, southward to the upper reaches of the Goulburn River near Woods Point, and then westward to a hybrid population (Ayres et al. 2012b cited in Raadik 2014) in the Sunday Creek system near Mt Disappointment, just north of Melbourne (Raadik et al. 2010), at an elevation between 200-1600 m above sea level (Raadik 2014). Most of the remaining subpopulations are effectively geographically isolated from each other by the presence of trout (Koehn & Raadik 1998), and it is unlikely that any gene flow exists between these subpopulations (Raadik 1995).",145.44,-37.4611
